feature,mean,std,min,q01,median,q99,max,zero_share,neg_share,q99_to_median,skew_proxy,log1p_candidate
stdev_100,0.0002822324589030859,0.00016188611838665242,1.0835544799192576e-06,4.998620119295083e-05,0.00024718279018998146,0.0007471482967957854,0.0021151502151042223,0.0,0.0,3.0226550004615493,2.0226550004615493,False
stdev_500,0.00027886237667983847,0.00014721601057506375,2.7972091629635543e-05,5.666428114636801e-05,0.00025630288291722536,0.0006748521700501442,0.0011239009909331799,0.0,0.0,2.633026060296372,1.633026060296372,False
amplitude_80ms_w0,0.27955791541163305,0.36275244673683155,0.0,0.0,0.20153187215328217,1.3581071901321435,37.86030197143555,0.1342134336686559,0.0,6.738920130207431,5.738920130207431,True
ret_vwap_80ms_w0,1.773696664715334e-05,2.1282304663633423e-05,-0.0009891423396766186,-2.7740849475321755e-08,1.2613150829565711e-05,8.367094153072698e-05,0.0010691240895539522,0.0011742639001248215,0.060929506069644604,6.63362728800476,5.63362728800476,False
amplitude_80ms_w1,0.16113029134766715,0.37379505595103224,0.0,0.0,0.0,1.39671096801758,37.905128479003906,0.5692983773196754,0.0,1396710968017.58,1396710968016.58,True
ret_vwap_80ms_w1,2.8178831302723138e-05,3.922246594165175e-05,-0.0019150759326294065,-2.661979209506174e-08,1.5638523109373637e-05,0.00014122244203463197,0.002667637076228857,2.913250133897458e-05,0.01956807705322508,9.030420650782816,8.030420650782816,False
amplitude_80ms_w2,0.10001972498144546,0.33490160501321825,0.0,0.0,0.0,1.2858277273178116,29.629152297973633,0.7170360144945399,0.0,1285827727317.8115,1285827727316.8115,True
ret_vwap_80ms_w2,2.9922515908339282e-05,5.049849915693625e-05,-0.0024588832166045904,-1.3901882521167882e-05,1.1189493989149923e-06,0.00018411439959891177,0.0030442446004599333,3.3614424621893745e-05,0.02118381039671744,164.5422034074475,163.5422034074475,False
amplitude_1s_w0,0.98383262597435,1.106118175820769,0.0,0.0,0.7020484209060669,4.865703296661387,57.42441940307617,0.022183279288808415,0.0,6.93072322615823,5.93072322615823,False
ret_vwap_1s_w0,5.22409626234823e-05,6.187722549223356e-05,-0.0022572686430066824,-8.979257516330108e-05,4.20469805249013e-05,0.00024594348971731985,0.001361167524009943,8.067461909254499e-05,0.05577081237100465,5.849254492166585,4.849254492166585,False
amplitude_1s_w1,0.5616165421583839,1.0654191700958273,0.0,0.0,0.012024665251374245,4.579088706970223,56.56608200073242,0.1667208232396686,0.0,380.8079984968313,379.8079984968313,True
ret_vwap_1s_w1,7.695832658987779e-05,0.00012975624474598248,-0.006025816313922405,-0.00027654305449686944,6.081459650886245e-05,0.00045833569602109496,0.003656065557152033,6.7228849243787495e-06,0.11473947700437212,7.536606708461877,6.536606708461877,False
amplitude_1s_w2,0.5311895802703424,1.0566948531355262,0.0,0.0,0.01159193180501461,4.510979290008552,56.18146514892578,0.17729143930243346,0.0,389.14819081812794,388.14819081812794,True
ret_vwap_1s_w2,8.30716957436175e-05,0.0001715914504188486,-0.006603955756872892,-0.0004018057254143059,6.664223474217579e-05,0.0005797955906018616,0.0036772529128938913,1.1204808207297916e-05,0.1564415321902935,8.700122269983348,7.700122269983348,False
amplitude_5s_w0,2.3884327375505725,2.4603742349888424,0.0,0.011117704920470714,1.7388105392456055,11.024179306030282,93.03828430175781,0.0007059029170597687,0.0,6.340069292893288,5.340069292893288,False
ret_vwap_5s_w0,7.654341844851102e-05,0.00013662869369744074,-0.005483987275511026,-0.00029441390885040166,6.427916378015652e-05,0.0004706172016449275,0.002933804178610444,0.0,0.15637206237940826,7.321458058392021,6.321458058392021,False
amplitude_5s_w1,1.9307775609448101,2.473204504914657,0.0,0.010512432381510735,1.2155957221984863,10.749859428405788,82.55753326416016,0.004419176356958298,0.0,8.843285010055766,7.843285010055766,False
