term,coef,std_err,p_value
const,0.5157861236189505,0.0013788054604941188,0.0
q_near_norm,0.03557207114665937,0.003691901317145332,6.59765118119589e-22
q_opp_norm,0.013881934301959139,0.0036949667189431702,0.00017263999555102629
imbalance,-0.37056995481833416,0.002950304791753907,0.0
