term,coef,std_err,p_value
const,0.5235726353290238,0.0013286347345539192,0.0
q_near_norm,0.015342492700280055,0.0035575880442193196,1.6239433348900544e-05
q_opp_norm,0.019376168521002258,0.0035605014598086423,5.353992233442866e-08
imbalance,-0.3710569200855397,0.002842956649405259,0.0
