term,coef,std_err,z_value,p_value
const,-2.472368901023902,0.0067737225377348595,-364.9941206258302,0.0
stdev_100,-0.06861036246366095,0.033480885528079436,-2.0492397791008083,0.04043867406601452
stdev_500,-0.024051467442138222,0.013482279984013669,-1.783931758623671,0.07443475459148619
log1p(amplitude_80ms_w0),-0.06426690905518437,0.022099865657716506,-2.9080226120173087,0.003637220369084396
ret_vwap_80ms_w0,0.006098645218116022,0.01455207744438627,0.4190910364120338,0.6751496013099596
log1p(amplitude_80ms_w1),0.009657026392770818,0.0189957238590751,0.508378962782049,0.6111876032180464
ret_vwap_80ms_w1,0.03213235877415889,0.014559929091811604,2.206903520720433,0.027320800413682737
log1p(amplitude_80ms_w2),0.011937758662683666,0.017408919532751015,0.6857265690857738,0.4928855491052696
ret_vwap_80ms_w2,0.007592096273178089,0.012420974824458845,0.6112319186275189,0.5410460552491472
amplitude_1s_w0,-0.0620451488628877,0.020808968247171624,-2.981654262042566,0.002866955682493536
ret_vwap_1s_w0,-0.0017997178546194197,0.017778018235468387,-0.10123276007383415,0.9193656915126295
log1p(amplitude_1s_w1),0.020636517473790146,0.01622267874505618,1.272078292253619,0.20334530315461996
ret_vwap_1s_w1,0.025384778947149477,0.029003922392108344,0.8752188274388847,0.3814548509072231
log1p(amplitude_1s_w2),-0.025083503387923832,0.0161232561949605,-1.5557343432751476,0.11977127644252895
ret_vwap_1s_w2,0.0430393914236013,0.03547308734720526,1.2132970271896042,0.22501627909650412
amplitude_5s_w0,0.009600195889037124,0.018530103830211888,0.5180864595796141,0.6043979470658618
ret_vwap_5s_w0,-0.0429109855736733,0.02019919130772238,-2.124391264974452,0.03363743981060426
amplitude_5s_w1,-0.008114650964098026,0.017828634180818606,-0.4551470898891617,0.649003422324262
ret_vwap_5s_w1,-0.022691463278322326,0.03195646289555524,-0.710074308051109,0.47765805744456946
amplitude_5s_w2,-0.03772745417457771,0.018515982441230257,-2.037561565762156,0.04159379903457469
ret_vwap_5s_w2,0.04899120302711989,0.04040214414743822,1.2125891845823304,0.22528692597261535
