term,coef,std_err,p_value
const,0.5285102840225497,0.0013358191990441419,0.0
q_near_norm,0.03993461425798892,0.0035766829005537564,7.886010158850101e-29
q_opp_norm,-0.007892683386630121,0.003579800818649058,0.02748483388830909
imbalance,-0.39380222360711925,0.0028582694976846345,0.0
