feature,mean,std,min,q01,median,q99,max,zero_share,neg_share,q99_to_median,skew_proxy,log1p_candidate
stdev_100,0.00025081993317224184,0.00014592813928554108,1.0835544799192576e-06,3.926922145183198e-05,0.00021977360302116722,0.0006624619010835808,0.0011684854980558157,0.0,0.0,3.01429239898195,2.01429239898195,False
stdev_500,0.0002459118100341977,0.00012575267887393048,2.7972091629635543e-05,4.809590929653495e-05,0.00022172764874994755,0.000600221159402281,0.0006831618957221508,0.0,0.0,2.7070199083704622,1.7070199083704622,False
amplitude_80ms_w0,0.24983807966439855,0.33831322171888284,0.0,0.0,0.16866515576839447,1.3007342958450299,23.03932762145996,0.17563113780469441,0.0,7.7119324967817064,6.7119324967817064,True
ret_vwap_80ms_w0,1.5057239441340097e-05,2.0058700155936135e-05,-0.000570242409594357,-1.0625058894220285e-06,9.77881336439168e-06,7.634925277670842e-05,0.001029795384965837,0.002178241011828083,0.08250882505479062,7.807619384037395,6.807619384037395,False
amplitude_80ms_w1,0.14533088188495333,0.33564012209415534,0.0,0.0,0.0,1.2987544202804517,23.784883499145508,0.5785086912150971,0.0,1298754420280.4517,1298754420279.4517,True
ret_vwap_80ms_w1,2.5039978699589394e-05,3.6636289253627194e-05,-0.001216998673044145,-1.5531580538663601e-06,1.1036538126063533e-05,0.0001299993606517091,0.002306584035977721,7.026583909122848e-05,0.025881250731935822,11.77899801249332,10.77899801249332,False
amplitude_80ms_w2,0.09047374023606683,0.284051060472476,0.0,0.0,0.0,1.1795332384109476,14.332266807556152,0.7174041791444298,0.0,1179533238410.9475,1179533238409.9475,True
ret_vwap_80ms_w2,2.6975549049842495e-05,4.6296001510292846e-05,-0.00189472537022084,-2.7692367730196566e-05,1.0315434337826446e-06,0.0001700862235156815,0.0020480970852077007,6.691984675355093e-05,0.026767938701420375,164.88517879657232,163.88517879657232,False
amplitude_1s_w0,0.8888476573332896,1.0181922348987535,0.0,0.0,0.6280558705329895,4.543599281311028,38.00653839111328,0.03053552607364529,0.0,7.234387089567646,6.234387089567646,False
ret_vwap_1s_w0,4.672945633736913e-05,5.764143284756225e-05,-0.0012859751004725695,-8.737789321457967e-05,3.726567956618965e-05,0.00023113384610041975,0.001121613080613315,0.00011710973181871414,0.058357452361434095,6.202324733938907,5.202324733938907,False
amplitude_1s_w1,0.49523709668562504,0.9799503345925564,0.0,0.0,0.011173246428370476,4.217160129547117,56.04735565185547,0.16860455389557158,0.0,377.4337348220605,376.4337348220605,True
ret_vwap_1s_w1,7.011720586097786e-05,0.00011743236217380258,-0.002783326432108879,-0.00025871224352158606,5.4895990615477785e-05,0.0004258189513348041,0.002346430905163288,1.6729961688387733e-05,0.1089789704381577,7.756831538344541,6.756831538344541,False
amplitude_1s_w2,0.465854750864339,0.9591777297015959,0.0,0.0,0.01113761868327856,4.122555866241454,56.871604919433594,0.17659478359794556,0.0,370.14697517260527,369.14697517260527,True
