term,coef,std_err,z_value,p_value
const,-2.3839746375715323,0.006560347578897234,-363.39151377285225,0.0
stdev_100,-0.05665341527199311,0.029545059350117888,-1.9175258577291385,0.05517115918331608
stdev_500,-0.017355162695120965,0.012711144671617844,-1.3653501036671027,0.17214303834470968
log1p(amplitude_80ms_w0),-0.05143285458276044,0.02069141849737978,-2.485709454345701,0.01292934768552298
ret_vwap_80ms_w0,0.028345413408599057,0.014181506188344323,1.998759019820895,0.0456344337337629
log1p(amplitude_80ms_w1),0.014539516066453864,0.018009018062556552,0.8073464092239264,0.41946693308599625
ret_vwap_80ms_w1,0.03849202260533326,0.013965007369894677,2.756319533945478,0.005845586015178948
log1p(amplitude_80ms_w2),0.030137723900002213,0.016237784209444276,1.856024412645748,0.06345007844974533
ret_vwap_80ms_w2,-0.0007343617185076657,0.012315872088111279,-0.05962726092426354,0.9524525059148496
amplitude_1s_w0,-0.033411577319204876,0.02053087542704989,-1.627382009984064,0.10365598991062026
ret_vwap_1s_w0,0.024693445505222178,0.017155359988676996,1.4394011854907458,0.15003688868218015
log1p(amplitude_1s_w1),-0.03181104841749067,0.015582212915346737,-2.0414974811543196,0.04120140398558019
ret_vwap_1s_w1,0.04398364223047675,0.029085862594222488,1.512200028037453,0.13048298391215035
log1p(amplitude_1s_w2),-0.02997483848391301,0.015414232104288578,-1.9446209373980656,0.05182061747113656
ret_vwap_1s_w2,0.029582059212026435,0.035263921327001554,0.8388760551531595,0.40153886592654353
amplitude_5s_w0,0.026909820914117064,0.018003221605293607,1.4947225282282028,0.1349868723000761
ret_vwap_5s_w0,-0.01781126502708858,0.019368750190730318,-0.9195877303230886,0.3577882409228731
amplitude_5s_w1,-0.03530954149471701,0.017798447072577155,-1.9838551841480578,0.04727198617237277
ret_vwap_5s_w1,-0.026333316047096388,0.03154117532266545,-0.8348869621283042,0.4037813562770489
amplitude_5s_w2,-0.004268797949660389,0.018536731835189644,-0.2302885960488793,0.817867521532457
ret_vwap_5s_w2,0.04759614177444179,0.041962723826540135,1.1342481477415127,0.2566904727528202
amplitude_30s_w0,-0.012830444565953341,0.01745750546111267,-0.7349529172156753,0.46236816898391586
ret_vwap_30s_w0,-0.019595589515535347,0.02050549158966221,-0.9556264198715633,0.33926100871142284
amplitude_30s_w1,-0.042882487522620596,0.015748650174725848,-2.722930984360829,0.006470557363121212
ret_vwap_30s_w1,0.03812851388628658,0.029519104789184236,1.29165549424984,0.19647647664414014
amplitude_30s_w2,0.014400186171173092,0.015041592544852291,0.9573578148878452,0.33838668316787124
ret_vwap_30s_w2,-0.0869070052320912,0.03944561077124543,-2.2032110425691163,0.027579877366110027
amplitude_300s_w0,0.03739762734839454,0.01760080801938905,2.1247676417581123,0.03360600611370672
ret_vwap_300s_w0,0.0242185588698141,0.016734589844825586,1.4472155633561938,0.14783655895671205
amplitude_300s_w1,0.02659531124776475,0.016619937331030725,1.6002052666052609,0.10955305418997119
ret_vwap_300s_w1,-0.013888531644396046,0.027904781644519133,-0.4977115327875693,0.6186873782073943
amplitude_300s_w2,-0.00533036088312777,0.015826290029179974,-0.33680419563269925,0.7362645100305176
ret_vwap_300s_w2,0.026728853166298566,0.037519463414507154,0.7123996649686539,0.4762173229478509
log1p(max_size_80ms_w0),0.06006516269233524,0.02377878069782871,2.525998429255875,0.011536999707788482
log1p(avg_size_80ms_w0),0.03965073615651537,0.011169020299821484,3.5500639350748706,0.00038513760384351623
log1p(same_count_80ms_w0),0.032731358091943795,0.010185779185029345,3.213436841439784,0.0013115664015986297
opp_count_80ms_w0,0.0599928311547744,0.03275834862971651,1.8313753184845318,0.0670445426410266
log1p(total_same_80ms_w0),-0.02575325506753426,0.011764118708346559,-2.1891359400566492,0.02858696099780924
log1p(total_opp_80ms_w0),-0.13046168874877856,0.02569858715345462,-5.076609385945982,3.842296359073242e-07
log1p(max_size_80ms_w1),-0.0062027070082094175,0.022927906176817985,-0.2705308962961855,0.786751850930105
log1p(avg_size_80ms_w1),-0.013861020102954362,0.010114797628946202,-1.3703704820833331,0.17057128152960577
log1p(same_count_80ms_w1),-0.016438494725626883,0.011018156843506747,-1.4919459723714559,0.13571330946494808
log1p(opp_count_80ms_w1),-0.03861831000997887,0.024884077406718243,-1.5519285436538883,0.1206793222462431
log1p(total_same_80ms_w1),0.018684211628527455,0.011679878172295355,1.5996923386449666,0.10966685230822242
log1p(total_opp_80ms_w1),0.024883582677957726,0.023335340960875646,1.0663475078284856,0.28626658116727677
log1p(max_size_80ms_w2),-0.06018185539193118,0.023067106883096513,-2.6089901822942614,0.009080984766713264
