feature,mean,std,min,q01,median,q99,max,zero_share,neg_share,q99_to_median,skew_proxy,log1p_candidate
stdev_100,0.0002515326432653443,0.00014722787753092915,1.1585288120841142e-05,3.959263682190795e-05,0.0002166030026273802,0.0006631721626035869,0.0011612533126026392,0.0,0.0,3.061694226577435,2.061694226577435,False
stdev_500,0.0002462148223917598,0.0001254247432830908,2.2276579329627566e-05,4.8721583880251274e-05,0.0002218352965428494,0.0005971429217606778,0.0006821739953011274,0.0,0.0,2.6918300697262327,1.6918300697262327,False
amplitude_80ms_w0,0.24799699308357642,0.3381068652225592,0.0,0.0,0.16684097796678543,1.3201334667205786,30.324899673461914,0.18216145162121758,0.0,7.912525344842979,6.912525344842979,True
ret_vwap_80ms_w0,1.4795512083123345e-05,2.0093832429613923e-05,-0.0006804463337175548,-2.253278653370217e-06,9.38067660172237e-06,7.59700970229458e-05,0.0012271594023332,0.0022939326769421103,0.08730797979277283,8.098573295768137,7.098573295768137,False
amplitude_80ms_w1,0.14441776042007776,0.3346936927087282,0.0,0.0,0.0,1.302284539937973,17.526369094848633,0.5762442651683076,0.0,1302284539937.973,1302284539936.973,True
ret_vwap_80ms_w1,2.485631778003772e-05,3.655074984785136e-05,-0.0012170060072094202,-3.782238400162897e-06,1.1012864433723735e-05,0.00012989312323043121,0.00303569994866848,6.121449559255632e-05,0.027504639414402805,11.794671950439236,10.794671950439236,False
amplitude_80ms_w2,0.09185163374861549,0.29518226270744824,0.0,0.0,0.0,1.1976671338081348,25.238094329833984,0.7105971957317387,0.0,1197667133808.1348,1197667133807.1348,True
ret_vwap_80ms_w2,2.702988651434391e-05,4.660327728696338e-05,-0.001223570667207241,-3.508366986352485e-05,1.05472179257049e-06,0.0001699505970464087,0.0031383701134473085,6.443631115005928e-05,0.029160652610959327,161.13310471400962,160.13310471400962,False
amplitude_1s_w0,0.895067919102139,1.0429389578534856,0.0,0.0,0.6305578052997589,4.555740752220129,56.70151138305664,0.03036883344502294,0.0,7.224937529802505,6.224937529802505,False
ret_vwap_1s_w0,4.641402771629086e-05,5.805413460157101e-05,-0.0009675255278125405,-8.98794562817784e-05,3.714499689522199e-05,0.0002301773581712041,0.001338721252977848,0.00014820351564513633,0.06106307026135368,6.1967257345715945,5.1967257345715945,False
amplitude_1s_w1,0.5030928841816339,0.982314345923609,0.0,0.0,0.011114581488072872,4.265751976966853,56.04735565185547,0.15838767462240322,0.0,383.7978048516229,382.7978048516229,True
ret_vwap_1s_w1,6.981356441087885e-05,0.00011867714845680673,-0.001874196226708591,-0.00026381355099147185,5.482886263052933e-05,0.0004275808442616826,0.0035731764510273933,1.610907778751482e-05,0.11160369091190267,7.798462775764397,6.798462775764397,False
amplitude_1s_w2,0.47417408689814927,0.9744610763963385,0.0,0.0,0.0110681913793087,4.148675618171674,56.871604919433594,0.1664164389917006,0.0,374.828684831685,373.828684831685,True
ret_vwap_1s_w2,7.625581252053104e-05,0.00015531956115515927,-0.0038694823160767555,-0.0003751792514231056,6.062802276574075e-05,0.0005333608924411235,0.0037060407921671867,1.9330893345017786e-05,0.14980475797721532,8.797266810134392,7.797266810134392,False
amplitude_5s_w0,2.161539654918047,2.2553255259450307,0.0,0.010491517372429371,1.5591049194335938,9.945886974334703,95.23015594482422,0.0007539048404556935,0.0,6.379228780798113,5.379228780798113,False
