name,threshold,selected_quantile,total_count,kept_count,kept_share,min_count_floor,kept_fill_count,min_fill_floor,floor_met
dataset_gate_train,0.808654776717821,0.8,1411370,284353,0.20147303683654888,250,237932.0,25.0,True
trading_gate_validation,0.863326404570852,0.98,30240000,604804,0.020000132275132275,250,,,True
dataset_gate_refit,0.8007072691552063,0.8,1515346,310385,0.20482780830252628,250,258480.0,25.0,True
trading_gate_test,0.8610337649685843,0.98,30240000,604800,0.02,250,,,True
