feature,mean,std,min,q01,median,q99,max,zero_share,neg_share,q99_to_median,skew_proxy,log1p_candidate
stdev_100,0.0002574888243026442,0.00014868785635726328,1.09499796963064e-06,4.356654972070828e-05,0.0002253123529953882,0.0006655901088379323,0.0010707596084102988,0.0,0.0,2.95407730641185,1.95407730641185,False
stdev_500,0.0002514011892094881,0.00012749960323504915,2.7972091629635543e-05,5.1031789553235285e-05,0.00023250600497704,0.0005709572578780353,0.0006821037386544049,0.0,0.0,2.455666716799067,1.4556667167990671,False
amplitude_80ms_w0,0.2556225076778478,0.3210182696900759,0.0,0.0,0.18019703030586243,1.2859771919250498,23.784238815307617,0.1577808725797968,0.0,7.1365060220041405,6.1365060220041405,True
ret_vwap_80ms_w0,1.5916465768672882e-05,1.973067382426212e-05,-0.0008303538779728115,-3.2367979940772785e-08,1.0890270459640305e-05,7.763926405459645e-05,0.00102568743750453,0.0015779079652926407,0.07251099077403497,7.129231945370877,6.129231945370877,False
amplitude_80ms_w1,0.1491839685480505,0.3414307139102846,0.0,0.0,0.0,1.2971152162551904,29.62908363342285,0.577507699330795,0.0,1297115216255.1904,1297115216254.1904,True
ret_vwap_80ms_w1,2.5973477348306086e-05,3.574887232217524e-05,-0.0018678393680602312,-2.3406316458363107e-08,1.2571242223202717e-05,0.00013216168183134895,0.0012902530143037438,5.2927730491996336e-05,0.02036063632363984,10.513016890838234,9.513016890838234,False
amplitude_80ms_w2,0.0915254040512478,0.28910652968158,0.0,0.0,0.0,1.1899724817276063,17.55791473388672,0.7248088812731766,0.0,1189972481727.6062,1189972481726.6062,True
ret_vwap_80ms_w2,2.7499228317002337e-05,4.647352830820967e-05,-0.002028292277827859,-4.999022994525148e-06,5.794547064397193e-07,0.0001727824890986085,0.0030407363083213568,3.307983155749771e-05,0.021776453114300744,298.1811816840995,297.1811816840995,False
amplitude_1s_w0,0.9067979843832552,1.0208387918956496,0.0,0.0,0.6445761919021606,4.539095993042004,40.895484924316406,0.028266716065881794,0.0,7.041985183546753,6.041985183546753,False
ret_vwap_1s_w0,4.8830521592464036e-05,5.780772710122779e-05,-0.0012635445455089211,-8.225539757404476e-05,3.8954822230152786e-05,0.00023448889318387965,0.0013611559988930821,8.600756204949404e-05,0.054697501480322465,6.019508747812349,5.019508747812349,False
