term,coef,std_err,p_value
const,0.5221695320534782,0.0014326503627290945,0.0
q_near_norm,0.038405384348559946,0.0038359754674405734,1.6085957689356074e-23
q_opp_norm,0.00038800980292409183,0.003839338922258572,0.9195029307497601
imbalance,-0.38746707124101293,0.0030655055178344767,0.0
