term,coef,std_err,p_value
const,0.528781390629572,0.001625691593602637,0.0
q_near_norm,0.012359661595624395,0.004352716752097269,0.004524257905944544
q_opp_norm,0.016378442573546308,0.004356765342388471,0.00017104340610105468
imbalance,-0.37697853121110764,0.0034785435679934563,0.0
