calibration_source_mode,calibration_window_name,selected_threshold,selected_threshold_quantile,validation_selected_threshold,criterion,dataset_gate_train,trading_gate_validation,dataset_gate_refit,trading_gate_test
validation_sweep,window_007_2026-01-08_2026-01-24,0.127117583156,0.9500000000000002,0.11788582243,select median threshold_quantile row among top 2 supported positive thresholds ranked by 3-point median-smoothed HftBacktest Sharpe1H365 with threshold_quantile >= 0.945,0.802834159565984,0.8586411847044964,0.8008009959935553,0.8569202880138576
