term,coef,std_err,p_value
const,0.5230287070679336,0.0013807119617001583,0.0
q_near_norm,0.044115425609323376,0.0036968676263562763,1.1265174548663126e-32
q_opp_norm,0.0020361078486414623,0.003700136904907606,0.5821363833217567
imbalance,-0.3920178939686348,0.0029543362250830656,0.0
