term,coef,std_err,p_value
const,0.515402707855233,0.0013680689853432274,0.0
q_near_norm,0.0358213825166573,0.0036628948889446864,1.6157561177460407e-22
q_opp_norm,0.023776251098880787,0.0036664014891066503,9.163772601039125e-11
imbalance,-0.38026190188537623,0.002927302616343715,0.0
