term,coef,std_err,p_value
const,0.5224860282094487,0.0014612169112871243,0.0
q_near_norm,-0.0011087595428234762,0.003912231329922196,0.7768677352416484
q_opp_norm,0.049762846853394986,0.00391606080905839,8.41896363795941e-37
imbalance,-0.36478943426582755,0.0031265925620027383,0.0
