term,coef,std_err,z_value,p_value
const,-2.412944470482244,0.006740966355082225,-357.95230882038885,0.0
stdev_100,-0.046759609976828286,0.03022521453344339,-1.547039804302796,0.12185364770903935
stdev_500,-0.026181675718611814,0.013291055880438742,-1.9698717659554035,0.048853069010143274
log1p(amplitude_80ms_w0),-0.06813424055365393,0.021808961806265972,-3.1241395697285395,0.0017832584806335469
ret_vwap_80ms_w0,0.03146315833240497,0.014157349396238902,2.2223904667326777,0.026256929043515516
log1p(amplitude_80ms_w1),0.008957225306243205,0.018579916206970623,0.48209180313109945,0.6297407324814109
ret_vwap_80ms_w1,0.04061720392885097,0.014600935198036867,2.781822080431674,0.0054054664866439095
log1p(amplitude_80ms_w2),0.027114600482599557,0.01670834767455437,1.6228175885933458,0.1046284046781222
ret_vwap_80ms_w2,-0.011664145725904507,0.012540213202638194,-0.9301393475073151,0.35229894044777965
amplitude_1s_w0,-0.04510663475554782,0.021124137620241706,-2.1353124831153085,0.03273549393521368
ret_vwap_1s_w0,0.02763636568559305,0.01773969137892056,1.557883116187261,0.11926095825392544
log1p(amplitude_1s_w1),-0.035730022149555014,0.01600834571494403,-2.231962176841327,0.025617462857220174
ret_vwap_1s_w1,0.013391073903183792,0.029160380602640517,0.4592215062505463,0.6460751082057282
log1p(amplitude_1s_w2),-0.037765954343836554,0.01592258286121462,-2.371848504291951,0.01769934616982118
ret_vwap_1s_w2,0.0035345360298653233,0.035978501720584664,0.09824022293410516,0.9217415436394373
amplitude_5s_w0,0.040059513166185806,0.0186114603536115,2.1524110631336013,0.03136499313240409
ret_vwap_5s_w0,-0.01858914859756945,0.020081170699883532,-0.9257004422395186,0.3546016779933079
amplitude_5s_w1,-0.038368797866182795,0.01811725949223988,-2.1178036271223695,0.034191702035818505
ret_vwap_5s_w1,-0.012500847745137007,0.03189876726348223,-0.39189124902165107,0.6951385691484493
amplitude_5s_w2,0.007972977467630309,0.01886992963261798,0.42252290405198256,0.672643386415311
ret_vwap_5s_w2,0.07663553970151209,0.04250426143191848,1.8030083836243957,0.07138689804526664
amplitude_30s_w0,-0.010963674406460126,0.017653648543558442,-0.6210429747374012,0.5345713479172263
ret_vwap_30s_w0,-0.017917863876836623,0.020729892744693074,-0.8643490874511958,0.3873961520861684
amplitude_30s_w1,-0.028489446859668748,0.01616381773129775,-1.7625444268964425,0.07797735706914233
ret_vwap_30s_w1,0.010029598796215681,0.030113704536177743,0.33305762112948967,0.7390907882465265
amplitude_30s_w2,0.00525138831630271,0.015656187626446327,0.3354193525013778,0.7373087714759645
ret_vwap_30s_w2,-0.07652964346276969,0.040204293713645575,-1.903519161606241,0.05697283580878506
amplitude_300s_w0,0.04519835015642834,0.018216201704275937,2.481217044594912,0.013093461908451245
ret_vwap_300s_w0,0.029813330247468975,0.017315870323751592,1.7217344372563845,0.08511763601806221
amplitude_300s_w1,0.02335254379630157,0.017009030010773255,1.3729497673594808,0.16976796344356604
ret_vwap_300s_w1,0.033143556744329464,0.02866772598296076,1.1561278618342106,0.2476288611373576
amplitude_300s_w2,0.005167972969311176,0.016153911229231186,0.31992084740192894,0.7490283338149868
ret_vwap_300s_w2,0.018394521409965416,0.038869090585333846,0.4732429067148298,0.6360398895807595
log1p(max_size_80ms_w0),0.050547996907984276,0.024565454389619993,2.057686216842098,0.03962026431471218
log1p(avg_size_80ms_w0),0.03591976617746615,0.01146482720837656,3.1330403437063623,0.0017300566070468407
log1p(same_count_80ms_w0),0.03136457351437071,0.010303389909780938,3.0441023574771773,0.0023337572233405562
opp_count_80ms_w0,0.053916759560818,0.03405531723416599,1.5832111969500617,0.11337333523611316
log1p(total_same_80ms_w0),-0.0228339899640969,0.011943764534702772,-1.911791705014983,0.055902916156031844
