term,coef,std_err,p_value
const,0.5171648654382931,0.0014193922158376566,0.0
q_near_norm,0.024306988357384634,0.003800685089261077,1.6496326498038965e-10
q_opp_norm,0.022174650292585953,0.003803645766790714,5.664880263126274e-09
imbalance,-0.3686423063926179,0.003037162747978621,0.0
