fill_surface_quantile,max_notional_cap,max_notional_cap_mode,max_notional_cap_quantile,n_orders_before_cap,n_orders_used,n_orders_dropped_by_cap,cap_keep_share
0.99,2484735.8349600015,window_quantile,0.96,1457218,1340869,116349,0.9201567644648914
