term,coef,std_err,p_value
const,0.5261592215320379,0.0013756294197378965,0.0
q_near_norm,0.06791025666723495,0.003683320852144884,4.664778499247906e-75
q_opp_norm,-0.028806101869584193,0.003686454922401352,5.913713840943414e-15
imbalance,-0.41081133615992194,0.002943460103476797,0.0
