term,coef,std_err,p_value
const,0.5209518289569459,0.0015036652226811395,0.0
q_near_norm,0.04816583054757287,0.004026093267572185,7.858409238338543e-33
q_opp_norm,0.0022889578756770594,0.004029608546505854,0.5700200530645833
imbalance,-0.39275044673932724,0.0032174144726078357,0.0
