feature,mean,std,min,q01,median,q99,max,zero_share,neg_share,q99_to_median,skew_proxy,log1p_candidate
stdev_100,0.00023460185069339715,0.00013401278699808343,1.1585288120841142e-05,3.877082417602651e-05,0.00020250468514859676,0.0006133547285571694,0.00116249592974782,0.0,0.0,3.028842162871902,2.028842162871902,False
stdev_500,0.00022861383129816303,0.00011403071718242305,2.2274280127021484e-05,4.837385004066164e-05,0.0002045167493633926,0.0005980217247270048,0.0006833246443420649,0.0,0.0,2.9240721192200185,1.9240721192200185,False
amplitude_80ms_w0,0.2417659103955863,0.3382049556545806,0.0,0.0,0.16271547973155975,1.265346037149424,37.485599517822266,0.19141311745023534,0.0,7.776433067320526,6.776433067320526,True
ret_vwap_80ms_w0,1.4508015418681276e-05,2.039500888013899e-05,-0.0007079161005094647,-1.2323685018600375e-06,9.000988029583823e-06,7.44121861498569e-05,0.0026109658647328615,0.0024173424828446664,0.09154709918902058,8.267113110836732,7.267113110836732,False
amplitude_80ms_w1,0.1370106065613536,0.3197994930876392,0.0,0.0,0.0,1.244888091087341,16.762962341308594,0.5852698066126014,0.0,1244888091087.341,1244888091086.341,True
ret_vwap_80ms_w1,2.3980863074665756e-05,3.5515083805832006e-05,-0.0012170060072094202,-1.8585529517167743e-06,9.35821253733593e-06,0.00012552496948046592,0.0020423082169145346,6.734531843702149e-05,0.02786323938070663,13.413348861191821,12.413348861191821,False
amplitude_80ms_w2,0.08738390609371728,0.28141439875337615,0.0,0.0,0.0,1.1478363037109345,27.432710647583008,0.7181669313219532,0.0,1147836303710.9346,1147836303709.9346,True
ret_vwap_80ms_w2,2.5962275101649214e-05,4.4706307087036317e-05,-0.001223570667207241,-2.8526877067633907e-05,1.0020755212281074e-06,0.00016294870511046603,0.0020480973180383444,9.215675154539783e-05,0.029185334316338685,162.61120210856166,161.61120210856166,False
amplitude_1s_w0,0.8469378142505539,0.97971035584583,0.0,0.0,0.6001583337783813,4.316874670982357,56.907936096191406,0.03210599444223898,0.0,7.19289298843001,6.19289298843001,False
ret_vwap_1s_w0,4.487755705166562e-05,5.548509522404867e-05,-0.001876726164482534,-8.294351151562296e-05,3.596454371290747e-05,0.0002201372984563931,0.0016749356873333454,0.00016659105087052684,0.058905886689729486,6.120953464992441,5.120953464992441,False
amplitude_1s_w1,0.45343757836120124,0.9100814331396426,0.0,0.0,0.011013276875019073,3.953284757137292,56.04735565185547,0.16366330176373844,0.0,358.95626723998487,357.95626723998487,True
ret_vwap_1s_w1,6.793490769443042e-05,0.00011155024186426634,-0.003122083842754364,-0.00024051729735219852,5.339884228305891e-05,0.00040547810873249477,0.004044342786073685,1.417796177621505e-05,0.10500907389553678,7.59338763531836,6.59338763531836,False
amplitude_1s_w2,0.42616522898703624,0.895896228577665,0.0,0.0,0.010979973711073399,3.82605262994766,56.871604919433594,0.1714470027788805,0.0,348.4573579706346,347.4573579706346,True
