fill_surface_quantile,max_notional_cap,max_notional_cap_mode,max_notional_cap_quantile,n_orders_before_cap,n_orders_used,n_orders_dropped_by_cap,cap_keep_share
0.99,2471715.4560000002,window_quantile,0.96,1410645,1298001,112644,0.9201471667216061
