r_squared,n_surface_points,mean_abs_error,target,regressors,fill_surface_quantile,max_notional_cap,max_notional_cap_mode,max_notional_cap_quantile,n_orders_before_cap,n_orders_used,n_orders_dropped_by_cap,cap_keep_share
0.8729501385430298,14641,0.049069488589401196,smoothed_delaunay_surface,"['const', 'q_near_norm', 'q_opp_norm', 'imbalance']",0.99,2468321.014719993,window_quantile,0.96,1485148,1366559,118589,0.9201500456520159
