term,coef,std_err,p_value
const,0.5178464572582302,0.0013139065482085368,0.0
q_near_norm,0.0062984214688667495,0.003517979724636123,0.07341802783303512
q_opp_norm,0.04741046418214263,0.0035211533096857926,4.444339761487461e-41
imbalance,-0.3638312264247991,0.0028114117842936623,0.0
