name,threshold,selected_quantile,total_count,kept_count,kept_share,min_count_floor,kept_fill_count,min_fill_floor,floor_met
dataset_gate_train,0.8031493230923719,0.8,1493924,298785,0.20000013387561885,250,248087.0,25.0,True
trading_gate_validation,0.8604101009278653,0.98,30240000,604800,0.02,250,,,True
dataset_gate_refit,0.8001115316338392,0.8,1558671,311735,0.20000051325776896,250,257986.0,25.0,True
trading_gate_test,0.8549230437080133,0.98,30240000,604805,0.020000165343915344,250,,,True
