feature,mean,std,min,q01,median,q99,max,zero_share,neg_share,q99_to_median,skew_proxy,log1p_candidate
stdev_100,0.00025826241478994066,0.00014763887952676054,1.0835544799192576e-06,4.3246727727819234e-05,0.00022939757036510855,0.0006635135505348444,0.0011686653597280383,0.0,0.0,2.8924175154898024,1.8924175154898024,False
stdev_500,0.00025230577289968087,0.00012570679628226558,2.70838281721808e-05,5.102396764414152e-05,0.00023334480647463351,0.000600414649234153,0.0006860183784738183,0.0,0.0,2.57307911971644,1.5730791197164402,False
amplitude_80ms_w0,0.25274376990716946,0.3325911208519469,0.0,0.0,0.17572925984859467,1.3151900172233557,23.03932762145996,0.1701193966651055,0.0,7.4841834442169795,6.4841834442169795,True
ret_vwap_80ms_w0,1.5284087372893803e-05,2.0072379180597e-05,-0.0008183853351511061,-1.0429920769183811e-06,1.0047916475741658e-05,7.718879816820824e-05,0.0010061272187158465,0.002024161624975139,0.08044037544829886,7.682070044527392,6.682070044527392,False
amplitude_80ms_w1,0.14841179813644576,0.33765034837587604,0.0,0.0,0.0,1.3127233552932716,23.03932762145996,0.5720197347738777,0.0,1312723355293.2715,1312723355292.2715,True
ret_vwap_80ms_w1,2.5583979940014742e-05,3.623068604056677e-05,-0.0007859788602218032,-7.880608410459915e-07,1.2282520401640795e-05,0.00013142944095307008,0.002306669019162655,6.0949399167238734e-05,0.025217011939666512,10.700526981051276,9.700526981051276,False
amplitude_80ms_w2,0.0936908380056467,0.29897243547498226,0.0,0.0,0.0,1.2188478505611415,22.544157028198242,0.7127486895879179,0.0,1218847850561.1416,1218847850560.1416,True
ret_vwap_80ms_w2,2.7674768047894476e-05,4.658662410309439e-05,-0.0019422968616709113,-2.5864216750051127e-05,1.0518893986954936e-06,0.00017263132249354345,0.002306669019162655,4.491008359691275e-05,0.026256359588623636,164.11546946630807,163.11546946630807,False
amplitude_1s_w0,0.9105813430439149,1.0351606366164137,0.0,0.0,0.6452097594738007,4.653296155929565,40.84604263305664,0.02849544804224114,0.0,7.212067219386995,6.212067219386995,False
ret_vwap_1s_w0,4.78893190559602e-05,5.857394371182098e-05,-0.0009295830968767405,-8.832474428345449e-05,3.825786734523717e-05,0.00023349684488493914,0.0012657002080231905,0.00011227520899228189,0.05727318803852002,6.1032373492718435,5.1032373492718435,False
amplitude_1s_w1,0.5086006235654108,0.9851804257431728,0.0,0.0,0.011232811957597733,4.304294562339779,56.04735565185547,0.16215106468976756,0.0,383.18940783375336,382.18940783375336,True
ret_vwap_1s_w1,7.206178098664036e-05,0.0001194440317468265,-0.002047501504421234,-0.00026110136415809394,5.6580460295663215e-05,0.00043308837019139895,0.003434200771152973,1.2831452456260786e-05,0.11000404190752372,7.65438046859782,6.65438046859782,False
amplitude_1s_w2,0.4795931976839217,0.9692636020623175,0.0,0.0,0.011185037903487682,4.209305491447448,56.871604919433594,0.16945216113737996,0.0,376.33359205112,375.33359205112,True
