name,threshold,selected_quantile,total_count,kept_count,kept_share,min_count_floor,kept_fill_count,min_fill_floor,floor_met
dataset_gate_train,0.8059575105412853,0.8,1457256,291452,0.20000054897698138,250,244144.0,25.0,True
trading_gate_validation,0.8601423998892406,0.98,30240000,604801,0.02000003306878307,250,,,True
dataset_gate_refit,0.808037254225595,0.8,1439543,291720,0.20264764581537334,250,244135.0,25.0,True
trading_gate_test,0.8606928004198224,0.98,30240000,604800,0.02,250,,,True
