term,coef,std_err,p_value
const,0.5282562145117018,0.0014784708840790224,0.0
q_near_norm,0.04793591558951622,0.0039585478098748085,1.3620585295227583e-33
q_opp_norm,-0.014677502475169876,0.0039621645222788745,0.00021265848759881143
imbalance,-0.39961857924919825,0.0031634983688631126,0.0
