term,coef,std_err,p_value
const,0.5241237870489921,0.0013680072259367336,0.0
q_near_norm,0.02931395194319683,0.0036628584548494382,1.3046507329098115e-15
q_opp_norm,0.003620385145428919,0.0036661031638056505,0.3233994359668025
imbalance,-0.3831721167601655,0.0029271653735063606,0.0
